ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,OBJECTID,the_geom
14220,14220,B5,G6350,S,9866559,127183,+42.8457384,-078.8220761,17,"MULTIPOLYGON (((-78.800422129661 42.841265467506, -78.800620129864 42.841294467041, -78.800794129871 42.841552467287, -78.800810129677 42.841095466813, -78.800819129073 42.839607466274, -78.800819129071 42.839579466776, -78.800837128957 42.838961466943, -78.800851129569 42.838498466192, -78.800853129655 42.838412466707, -78.800862129148 42.83810346679, -78.800886129298 42.837309466003, -78.800903129158 42.836951466516, -78.800909129399 42.836484466479, -78.800922129023 42.835515465685, -78.80093812883 42.835065465536, -78.80097612875 42.834509465874, -78.800978128841 42.834480465431, -78.801006129205 42.834031465327, -78.801022129009 42.833555465773, -78.801049129302 42.832803465131, -78.801057128753 42.832545465777, -78.801062128976 42.832431464996, -78.801065129111 42.832377466093, -78.803353129234 42.832437466071, -78.805739130301 42.832376465839, -78.805624130326 42.832000465524, -78.806551130202 42.832003465622, -78.807363131035 42.83202146552, -78.808502130862 42.832017465284, -78.808609131334 42.832016465233, -78.809167131163 42.832015465162, -78.809661131618 42.832013465047, -78.812549132616 42.832012464872, -78.81370313314 42.832012464821, -78.814863133043 42.832018465047, -78.8151161331 42.832019465082, -78.81530013355 42.832020465121, -78.815669133596 42.83202146515, -78.81774913395 42.832030464575, -78.818704134227 42.832034464718, -78.819735134436 42.832036464765, -78.820805135556 42.83203846481, -78.823913135979 42.832050464328, -78.825144136482 42.832074464485, -78.829753138493 42.835016464684, -78.832444139479 42.836735465006, -78.832447139599 42.836499464872, -78.833219139512 42.836982464715, -78.833941139798 42.837428465546, -78.837822141044 42.837490464646, -78.838703141483 42.837503465209, -78.839110141497 42.837513464754, -78.839535141446 42.837523465199, -78.840344142264 42.839051464856, -78.841820142694 42.842020465545, -78.8426031432 42.8434944663, -78.843112143534 42.844495465855, -78.84350114359 42.844248466094, -78.843953143964 42.845111466456, -78.844220143812 42.84561146621, -78.844875143749 42.846834466143, -78.848255145637 42.853247467008, -78.849364146051 42.855445467993, -78.849936146633 42.856691468095, -78.850058146932 42.857062468178, -78.850094146823 42.857276468191, -78.850028146485 42.857633468533, -78.849637146364 42.858205468052, -78.849578146328 42.858281467976, -78.849336146809 42.858596468181, -78.849035146366 42.859132468727, -78.849002146637 42.859183468391, -78.848895146177 42.859328468814, -78.84878714657 42.85947246829, -78.84871314674 42.85957146838, -78.848522145988 42.859852468807, -78.848167146629 42.860309468396, -78.848011146596 42.860509468669, -78.846775146014 42.862353469557, -78.845301144959 42.861596468751, -78.844864145333 42.861361468683, -78.84463614553 42.861260469413, -78.844556145422 42.861373469252, -78.844434145162 42.861492469371, -78.844213144807 42.861659469018, -78.843842144686 42.861885469605, -78.843313144428 42.862164469055, -78.842723144936 42.862469469712, -78.842291144684 42.86273146927, -78.841685144458 42.863131469829, -78.841428144226 42.863254469239, -78.841195144204 42.863317469468, -78.8409561439 42.863341469691, -78.840620144485 42.863320469633, -78.840203144004 42.863276469413, -78.839661144009 42.863165469694, -78.839357143377 42.863085469601, -78.838927143184 42.862936469917, -78.837831143524 42.862566469924, -78.835843141978 42.861734469266, -78.834556141532 42.861223469049, -78.834330141822 42.861122469779, -78.833898141532 42.860929469856, -78.833095141086 42.860535469638, -78.8322461412 42.860118469256, -78.831824141377 42.85995346973, -78.831468141027 42.859856469752, -78.831104140307 42.859780468948, -78.830731140972 42.859758469744, -78.830432140582 42.859798469811, -78.830193140282 42.859866469372, -78.830041140422 42.859909469571, -78.829529140044 42.860072469046, -78.829039139792 42.860285469936, -78.828706139634 42.860473469661, -78.828373140374 42.860644469498, -78.82798314026 42.86074946988, -78.827312139703 42.861028469337, -78.827228139403 42.861063470061, -78.826552139468 42.860786469858, -78.825186138961 42.860394469758, -78.825113139167 42.860373469688, -78.824321138343 42.860108470045, -78.82371413802 42.859905469668, -78.823372138319 42.859801469365, -78.822385138331 42.859499469817, -78.821512137344 42.859240469556, -78.821019137812 42.858970469669, -78.820343136966 42.858554469326, -78.819981137226 42.85833146981, -78.819370136705 42.857967469173, -78.818247136683 42.857508469557, -78.817441136103 42.857174469419, -78.817136136317 42.857018469405, -78.816347135622 42.856616469715, -78.816283135345 42.856583469089, -78.815551135488 42.856065469423, -78.815366134981 42.855934469661, -78.814391134612 42.855170469409, -78.813935134992 42.854797469248, -78.813286134491 42.854266468975, -78.812238134326 42.853463468719, -78.811816134488 42.853119469, -78.811554133996 42.852905468997, -78.810569133159 42.852086468896, -78.809998133588 42.851628468402, -78.809398133565 42.851116469007, -78.809166132666 42.850883469023, -78.809055132898 42.850771468339, -78.808845133021 42.850538468354, -78.808613133015 42.850227468355, -78.808491132706 42.849748468668, -78.808024132516 42.848656468496, -78.807393131858 42.846979468228, -78.807060131648 42.846547468028, -78.806525131956 42.846156467937, -78.80612713144 42.845888468138, -78.806045131225 42.845833468293, -78.805093131035 42.845193467485, -78.804905131279 42.844955468166, -78.804674131316 42.844601467975, -78.804474130994 42.844258467393, -78.804280130955 42.843953467671, -78.804025130782 42.843665467839, -78.803738130931 42.84349146789, -78.8036471303 42.843461467405, -78.803390130951 42.843376467978, -78.80285413034 42.843326467485, -78.802227130007 42.843356468003, -78.801306129518 42.843443467575, -78.800982129704 42.842738467326, -78.800422129661 42.841265467506)))"
14212,14212,B5,G6350,S,4933407,0,+42.8942112,-078.8201731,11,"MULTIPOLYGON (((-78.803761135606 42.898286477554, -78.803530134741 42.897905477013, -78.803898135629 42.89776547771, -78.80416813557 42.897704477572, -78.804501135739 42.897650477755, -78.804796135045 42.897615477021, -78.80535313573 42.897646477532, -78.805612136068 42.897688477666, -78.805765135982 42.897735477137, -78.805971135647 42.897646477504, -78.805988135537 42.89763947718, -78.806042136244 42.897616477012, -78.80923313681 42.896242477112, -78.809483136718 42.896131476458, -78.809833136769 42.895977476508, -78.814086138047 42.894164476022, -78.814664137886 42.893917476253, -78.816727139176 42.893038475937, -78.816859139005 42.892979475897, -78.818082139091 42.892438475978, -78.820937140252 42.891172475697, -78.821581140455 42.890904474952, -78.82288114052 42.8903714754, -78.824155141138 42.889376475145, -78.824473140596 42.889141475043, -78.824767140744 42.888982474864, -78.82559214125 42.888621475201, -78.828402142123 42.887390474744, -78.831002143149 42.886297474389, -78.831385142935 42.886158474232, -78.83322114361 42.88566547381, -78.833759143397 42.88550647362, -78.835764144726 42.885043473679, -78.835584144468 42.885122473747, -78.834830143663 42.885497474055, -78.834734143706 42.885544473537, -78.83432214348 42.885776473504, -78.833989144221 42.885963474082, -78.833380143851 42.886314474171, -78.832884143332 42.886655473792, -78.832439143381 42.886993474171, -78.832077143687 42.887320474037, -78.830652143285 42.888714474785, -78.830336143025 42.888998474457, -78.830184143169 42.889091474273, -78.829830142933 42.889259474871, -78.829661142288 42.88935447478, -78.829482142981 42.889483474465, -78.829228142897 42.889712475185, -78.829128142761 42.889841474867, -78.829072142874 42.890023475201, -78.829066142597 42.890050474653, -78.829411142415 42.889880474861, -78.829644142431 42.889750475128, -78.831502143266 42.889723474694, -78.833130144215 42.889715474251, -78.833569143915 42.889719474417, -78.835164144077 42.887856474432, -78.83533314473 42.887856474425, -78.836167144784 42.887852474203, -78.837085145141 42.887850474069, -78.83809614532 42.8878434737, -78.839240145379 42.887834474132, -78.839242145475 42.887875474231, -78.840102145837 42.887871474008, -78.841034145944 42.887866473735, -78.841906146863 42.887860474317, -78.842038146697 42.887858474219, -78.843007146725 42.887856474083, -78.843044146644 42.887856474081, -78.84400214706 42.8878534739, -78.844034146747 42.887853473898, -78.844976147319 42.887850473717, -78.845001147581 42.887850473716, -78.845949147532 42.887846473489, -78.845983148212 42.887846473487, -78.846923147792 42.887845473399, -78.846955148378 42.887845473398, -78.847903148329 42.887839473977, -78.848883148867 42.887834473702, -78.849939149337 42.887831473516, -78.850919148976 42.88782947338, -78.851929150008 42.887830473381, -78.85292814963 42.88782947329, -78.853397149823 42.887825473084, -78.853386150384 42.889921473892, -78.853478150421 42.893099474425, -78.853687150233 42.893099474416, -78.853489150937 42.893162474643, -78.852939150595 42.893339474768, -78.851937149961 42.893662474477, -78.85093714942 42.893983474994, -78.849682149634 42.894365474748, -78.848278149228 42.894797475025, -78.847614148992 42.895013475162, -78.847063148602 42.895186475102, -78.845811148057 42.895580475411, -78.844586147866 42.89596647535, -78.843448147215 42.896324475786, -78.842365147318 42.896665475433, -78.841724147249 42.896863475635, -78.841193146888 42.897033475435, -78.840052146999 42.897401475436, -78.839295146043 42.897640475742, -78.838966146063 42.897744476075, -78.836622146103 42.898487476402, -78.835539145307 42.898825475911, -78.834512145311 42.899150476613, -78.833570144763 42.899449476108, -78.832680144829 42.899726476381, -78.831769143922 42.900024476728, -78.830853143681 42.900307476381, -78.830770144326 42.900332476643, -78.82993714344 42.900594477118, -78.82888314309 42.900923477107, -78.828868143165 42.899370476258, -78.828695143194 42.89898247629, -78.828516142959 42.898771476422, -78.828321142884 42.89861347631, -78.827910142669 42.898408476731, -78.827654142467 42.898328476636, -78.82739414298 42.898266476475, -78.827111142428 42.898250476646, -78.826982142734 42.898254476837, -78.826820142407 42.898261476269, -78.826535142667 42.898299476242, -78.826312142209 42.89835747624, -78.826121142339 42.898418476374, -78.825971142573 42.898477476414, -78.825503142442 42.898662476906, -78.824808141681 42.899073477078, -78.824751141734 42.899101476578, -78.824595141692 42.899179476599, -78.824306141774 42.89932447703, -78.823868142136 42.899502477196, -78.823719141517 42.899551476773, -78.823264141086 42.899701476543, -78.822818141072 42.899825476908, -78.822745141281 42.899845476937, -78.822421141532 42.899927477151, -78.821978140755 42.90001747684, -78.821900140731 42.900026477261, -78.821415140699 42.900084477269, -78.820956140975 42.900145477416, -78.821003140546 42.901197477553, -78.821017141378 42.903412477574, -78.818892140789 42.904083478156, -78.818768140434 42.904160478128, -78.818764140207 42.903664477649, -78.817324139698 42.901292477618, -78.815014139445 42.901155477674, -78.8150151386 42.901247477437, -78.815014139457 42.901301477239, -78.813867138359 42.901293477819, -78.813869138435 42.901096477692, -78.813938138761 42.898909477165, -78.813973138425 42.896944477024, -78.813216138357 42.897034476728, -78.809450137098 42.897511477395, -78.80706713619 42.897821477463, -78.806828135891 42.897897477395, -78.806503136088 42.897882477615, -78.806124135571 42.897819477413, -78.805933135703 42.89790147762, -78.804812135851 42.898383477501, -78.804655135764 42.898477477364, -78.804511135381 42.898585477873, -78.804143135369 42.898436477287, -78.803937135689 42.89835347795, -78.803761135606 42.898286477554)), ((-78.803530134741 42.897905477013, -78.802856134944 42.898180477184, -78.802368134778 42.898308477735, -78.801045134521 42.898551477353, -78.799875134165 42.898700478008, -78.799272134052 42.898777478002, -78.799318133226 42.895583477621, -78.799908133642 42.895584477642, -78.801089134521 42.895585476736, -78.802307134419 42.895588476821, -78.802333134727 42.895587476773, -78.802326134404 42.895613477078, -78.802506134695 42.895937476781, -78.803439134994 42.897689477809, -78.803484135294 42.897796477365, -78.803530134741 42.897905477013)))"
14210,14210,B5,G6350,S,8302015,324546,+42.8626569,-078.8287681,9,"MULTIPOLYGON (((-78.800083131146 42.864852471315, -78.800085131205 42.864433471702, -78.800090131381 42.863760471122, -78.800164131037 42.861528471209, -78.80024813109 42.858485470622, -78.800305130809 42.855685469595, -78.800329130932 42.854570469236, -78.800375130294 42.853647469671, -78.800427129911 42.852436469363, -78.800435130256 42.852113468798, -78.800470130002 42.851134468439, -78.800508129889 42.850166468589, -78.800527129824 42.849582468532, -78.80056313048 42.848173468051, -78.800586129697 42.847540468422, -78.800586129662 42.847107468161, -78.80062612963 42.846001468218, -78.800652129892 42.845442467519, -78.799232129685 42.846383467978, -78.79908512915 42.846329468183, -78.798611129609 42.846155468243, -78.798256129303 42.846025467636, -78.797956128854 42.845915467953, -78.797530128845 42.845759467944, -78.796907128677 42.845530468162, -78.798272128924 42.843313467987, -78.798228128678 42.84329946824, -78.797914128476 42.843160468114, -78.797763128654 42.843094467763, -78.797508128493 42.842958467773, -78.797222128689 42.842785467871, -78.797064128537 42.842665467718, -78.796921128178 42.842485467485, -78.7969001281 42.84245446785, -78.796799128794 42.842310467483, -78.796715128476 42.842124467869, -78.796668128078 42.841949467863, -78.796486128599 42.841692467664, -78.796155128499 42.841453467406, -78.796077128471 42.841422467773, -78.795900128341 42.841351467192, -78.79550412793 42.841227467764, -78.795227127653 42.841163467512, -78.795160128138 42.841143467488, -78.796662128406 42.83838046721, -78.796884127926 42.838433466956, -78.797278128243 42.83853646721, -78.79850912877 42.838841466887, -78.79966512941 42.839131466771, -78.800199129036 42.839276467165, -78.800143129295 42.841236467076, -78.800422129661 42.841265467506, -78.800982129704 42.842738467326, -78.801306129518 42.843443467575, -78.802227130007 42.843356468003, -78.80285413034 42.843326467485, -78.803390130951 42.843376467978, -78.8036471303 42.843461467405, -78.803738130931 42.84349146789, -78.804025130782 42.843665467839, -78.804280130955 42.843953467671, -78.804474130994 42.844258467393, -78.804674131316 42.844601467975, -78.804905131279 42.844955468166, -78.805093131035 42.845193467485, -78.806045131225 42.845833468293, -78.80612713144 42.845888468138, -78.806525131956 42.846156467937, -78.807060131648 42.846547468028, -78.807393131858 42.846979468228, -78.808024132516 42.848656468496, -78.808491132706 42.849748468668, -78.808613133015 42.850227468355, -78.808845133021 42.850538468354, -78.809055132898 42.850771468339, -78.809166132666 42.850883469023, -78.809398133565 42.851116469007, -78.809998133588 42.851628468402, -78.810569133159 42.852086468896, -78.811554133996 42.852905468997, -78.811816134488 42.853119469, -78.812238134326 42.853463468719, -78.813286134491 42.854266468975, -78.813935134992 42.854797469248, -78.814391134612 42.855170469409, -78.815366134981 42.855934469661, -78.815551135488 42.856065469423, -78.816283135345 42.856583469089, -78.816347135622 42.856616469715, -78.817136136317 42.857018469405, -78.817441136103 42.857174469419, -78.818247136683 42.857508469557, -78.819370136705 42.857967469173, -78.819981137226 42.85833146981, -78.820343136966 42.858554469326, -78.821019137812 42.858970469669, -78.821512137344 42.859240469556, -78.822385138331 42.859499469817, -78.823372138319 42.859801469365, -78.82371413802 42.859905469668, -78.824321138343 42.860108470045, -78.825113139167 42.860373469688, -78.825186138961 42.860394469758, -78.826552139468 42.860786469858, -78.827228139403 42.861063470061, -78.827312139703 42.861028469337, -78.82798314026 42.86074946988, -78.828373140374 42.860644469498, -78.828706139634 42.860473469661, -78.829039139792 42.860285469936, -78.829529140044 42.860072469046, -78.830041140422 42.859909469571, -78.830193140282 42.859866469372, -78.830432140582 42.859798469811, -78.830731140972 42.859758469744, -78.831104140307 42.859780468948, -78.831468141027 42.859856469752, -78.831824141377 42.85995346973, -78.8322461412 42.860118469256, -78.833095141086 42.860535469638, -78.833898141532 42.860929469856, -78.834330141822 42.861122469779, -78.834556141532 42.861223469049, -78.835843141978 42.861734469266, -78.837831143524 42.862566469924, -78.838927143184 42.862936469917, -78.839357143377 42.863085469601, -78.839661144009 42.863165469694, -78.840203144004 42.863276469413, -78.840620144485 42.863320469633, -78.8409561439 42.863341469691, -78.841195144204 42.863317469468, -78.841428144226 42.863254469239, -78.841685144458 42.863131469829, -78.842291144684 42.86273146927, -78.842723144936 42.862469469712, -78.843313144428 42.862164469055, -78.843842144686 42.861885469605, -78.844213144807 42.861659469018, -78.844434145162 42.861492469371, -78.844556145422 42.861373469252, -78.84463614553 42.861260469413, -78.844864145333 42.861361468683, -78.845301144959 42.861596468751, -78.846775146014 42.862353469557, -78.848011146596 42.860509468669, -78.848167146629 42.860309468396, -78.848522145988 42.859852468807, -78.84871314674 42.85957146838, -78.84878714657 42.85947246829, -78.849035146421 42.859802468268, -78.849375146957 42.860254468494, -78.850139146555 42.861422468574, -78.850458147013 42.861843469165, -78.85068314759 42.862109468879, -78.850815147431 42.862199468543, -78.851014147686 42.862294469335, -78.851296147297 42.862375468575, -78.851653147691 42.862440468871, -78.852040147677 42.862472468536, -78.852825148151 42.862438468726, -78.853072147925 42.862397468615, -78.853316147559 42.862335468432, -78.853588148541 42.862872468999, -78.853795148292 42.863260468966, -78.854577148622 42.863157468659, -78.855162148797 42.863060468639, -78.855656148348 42.863006468815, -78.856151148841 42.862897469143, -78.856490149285 42.862803468373, -78.856634148769 42.862700468994, -78.856817149156 42.86251146833, -78.856875149133 42.862286468703, -78.856826149543 42.86213246877, -78.856862149394 42.861869468284, -78.856960149419 42.861514468932, -78.857021149524 42.861163468867, -78.857000149416 42.86076246829, -78.856775148815 42.860205468594, -78.856480148565 42.859701468657, -78.856387148731 42.859542468495, -78.856106148239 42.85912746818, -78.855713148841 42.858694467937, -78.855332148213 42.858393468408, -78.855125148486 42.85829746847, -78.854748148055 42.85813846832, -78.854549147798 42.858021468308, -78.854448147593 42.857871467664, -78.854400148046 42.85767946777, -78.854412147688 42.857492468106, -78.85444514831 42.857355468057, -78.854523148323 42.857208467543, -78.854661148423 42.857067468204, -78.85501414772 42.856978467665, -78.855755147945 42.856884467777, -78.856219148801 42.856835467287, -78.856714148395 42.856737468124, -78.85716514864 42.856600468056, -78.857693148859 42.856398467674, -78.858205149235 42.856212467134, -78.858673149364 42.855999467145, -78.859049149724 42.855855467656, -78.859393149507 42.855827467244, -78.859430149426 42.855827467243, -78.859375149599 42.856173467075, -78.859081149591 42.858035467855, -78.85907214918 42.858120468193, -78.859043149647 42.858299467488, -78.858973149129 42.858721468142, -78.858819149258 42.859752468216, -78.85879914924 42.859896468588, -78.858500149927 42.862097468874, -78.85841814977 42.862741469014, -78.858365150045 42.863202468775, -78.857873149828 42.864968468717, -78.857735149758 42.865474468766, -78.857663150033 42.865737469254, -78.858711150121 42.865604469345, -78.859698150091 42.865678469129, -78.859827150686 42.865696469058, -78.859961150616 42.865737469151, -78.859920150522 42.86586646883, -78.859555150753 42.866980469158, -78.859485150221 42.867229468997, -78.859220150502 42.867175469207, -78.859076150109 42.867149469809, -78.858470149841 42.867044469471, -78.858201150009 42.867866469766, -78.858108150211 42.86815546966, -78.858079149771 42.868246469378, -78.858019149699 42.8684454696, -78.858128150266 42.868464469575, -78.85847915039 42.86864146966, -78.857867149979 42.870173470465, -78.858426149883 42.87051947027, -78.858378150365 42.870676470346, -78.858220150263 42.87116247037, -78.858058149976 42.871659470003, -78.857925150131 42.872078470521, -78.857747150006 42.872639470421, -78.857547150664 42.873269470817, -78.855915149506 42.872998470935, -78.855069149783 42.87285747074, -78.855106149714 42.873005470395, -78.855125149703 42.87307747103, -78.855195149369 42.873240470479, -78.855271149313 42.873383470801, -78.855370149426 42.873542470963, -78.855477149915 42.873744470417, -78.855561149334 42.873935471162, -78.855608149734 42.874127471055, -78.855615150062 42.87417247044, -78.855689149907 42.87424247098, -78.856884150628 42.875361471469, -78.856749149791 42.875789471505, -78.856651149762 42.876090471055, -78.85623415019 42.876165470948, -78.855430149718 42.876012471096, -78.855348149506 42.875997471304, -78.855195149634 42.876452471691, -78.855189149359 42.876499471169, -78.85512715008 42.876528471615, -78.854761149291 42.876738471461, -78.854613149626 42.876888471217, -78.85493614934 42.876949471329, -78.854824149588 42.877586471146, -78.854619150012 42.878200471702, -78.854340149714 42.879001471925, -78.854272149273 42.879219472128, -78.854079149352 42.879796471869, -78.853913149779 42.880295472495, -78.853914149855 42.880650471842, -78.853919150165 42.88159647247, -78.853921149379 42.881853472677, -78.85339514923 42.881758471899, -78.852901149667 42.881669472298, -78.852497148888 42.881599472672, -78.851896148853 42.881497472474, -78.85088514866 42.881324472604, -78.849913148479 42.881158472156, -78.848949147771 42.880993472655, -78.8489511479 42.881437472525, -78.847313147364 42.881166472643, -78.847315147444 42.881010472615, -78.847319147605 42.880714472401, -78.846093147318 42.880502472534, -78.845671147502 42.880423472493, -78.844076146264 42.880148472423, -78.844073146161 42.880600472664, -78.842550146468 42.880329472777, -78.841034145302 42.880064472267, -78.841035145334 42.879899472722, -78.841038145451 42.87961947235, -78.839226144925 42.879301472098, -78.8384941451 42.879178472731, -78.838383144439 42.879135472544, -78.838366144466 42.878132471976, -78.838300144045 42.877473472047, -78.838325144266 42.876980471706, -78.838395144737 42.875988471643, -78.838399143982 42.875486471785, -78.838638144222 42.874687471656, -78.837791144513 42.87529347187, -78.837679143784 42.874985472005, -78.837568144026 42.874994471528, -78.837321144249 42.875002471909, -78.83697814361 42.874987472129, -78.836724143503 42.874934471485, -78.836499143841 42.874853472242, -78.834123143158 42.873937472209, -78.83382814294 42.873823471442, -78.832382142302 42.8732664718, -78.831335142217 42.872862472029, -78.830326141199 42.872473472051, -78.829314140942 42.872082471981, -78.828310141056 42.871695471197, -78.8266121404 42.871039471479, -78.822203138783 42.869339471215, -78.821975138981 42.869251471647, -78.821619138627 42.86911347157, -78.821470137999 42.869055471589, -78.821325138456 42.868999471701, -78.821128138296 42.868923471789, -78.820692137823 42.868756471271, -78.820242137598 42.86858247133, -78.81921013731 42.868184471836, -78.818874137886 42.868054471228, -78.818462137627 42.867882471378, -78.818184137299 42.867757470999, -78.817711136901 42.867530471303, -78.810348134646 42.863728470983, -78.810117134722 42.863860470809, -78.810024134013 42.863996470814, -78.809931134201 42.864115470931, -78.809780134391 42.864206471554, -78.80953113453 42.864313471123, -78.808241134003 42.864521470917, -78.807928133863 42.864570471401, -78.807335133315 42.864663471236, -78.807003133191 42.864697471026, -78.806908133277 42.864707471493, -78.806071133088 42.864765471518, -78.805037132746 42.864836471253, -78.80477613322 42.864855471245, -78.804057132214 42.864911471172, -78.803452132005 42.864958471576, -78.803208132367 42.864965471911, -78.803147132233 42.864971471292, -78.803095132517 42.864969471202, -78.802683132273 42.864981471776, -78.802174132021 42.864978471659, -78.801974131727 42.864977471622, -78.801490131736 42.864965471987, -78.801283132016 42.864960471765, -78.801248131291 42.864972471423, -78.80121413151 42.864958471675, -78.800631131418 42.864943471906, -78.800354131143 42.864897471588, -78.800219131168 42.864874471428, -78.800083131146 42.864852471315)))"
